,Job Title,Company Name,Location,Sector,City,State
1988,Data Analyst,"Integrated Resources
3.1","San Antonio, TX",Business Services,San Antonio,Texas
1989,Data Scientist - Top Secret w/ SCI Eligibility,"LMI
4.0","San Antonio, TX",Business Services,San Antonio,Texas
1990,Business Intelligence Analyst I,"USAA
3.6","San Antonio, TX",Insurance,San Antonio,Texas
1991,Data Engineer,"Reliable Software Resources
4.0","San Antonio, TX",Information Technology,San Antonio,Texas
1992,Associate Data Engineer,"OptumCare
3.4","San Antonio, TX",Health Care,San Antonio,Texas
1993,Data Engineer,"Daman, Inc.
3.9","San Antonio, TX",-1,San Antonio,Texas
1994,Business Intelligence Analyst Senior (Chief Financial Office),"USAA
3.6","San Antonio, TX",Insurance,San Antonio,Texas
1995,Data Analyst,"CYNET SYSTEMS
4.0","San Antonio, TX",Information Technology,San Antonio,Texas
1996,Federal - Senior Machine Learning Engineer,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology,San Antonio,Texas
1997,Federal - Senior Machine Learning Engineer,"Accenture
3.9","San Antonio, TX",Business Services,San Antonio,Texas
1998,Data Scientist with Security Clearance,Keaki Technologies,"San Antonio, TX",-1,San Antonio,Texas
1999,Data Engineer,"B E A T LLC
4.9","San Antonio, TX",Telecommunications,San Antonio,Texas
2000,Business Intelligence Analyst III - Credit Card,"USAA
3.6","San Antonio, TX",Insurance,San Antonio,Texas
2001,Machine Learning Engineer,"Horizon Corp
3.5","San Antonio, TX",Finance,San Antonio,Texas
2002,Data Science Architect,"Onica Group
4.3","San Antonio, TX",Information Technology,San Antonio,Texas
2003,Data Analyst,"Apex Systems
3.8","San Antonio, TX",Business Services,San Antonio,Texas
2004,Business Intelligence Analyst Senior - Marketing,"USAA
3.6","San Antonio, TX",Insurance,San Antonio,Texas
2005,Data Engineer,"B.E.A.T.
4.5","San Antonio, TX",Information Technology,San Antonio,Texas
2006,Data Engineer,"Speridian Technologies LLC
3.8","San Antonio, TX",Information Technology,San Antonio,Texas
2007,Data Science Team Lead,"Apex Systems
3.8","San Antonio, TX",Business Services,San Antonio,Texas
2008,Data Engineer,"Deacon Recruiting
3.0","San Antonio, TX",Business Services,San Antonio,Texas
2009,LEAD COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SPACE DATA SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2010,Scientist I Metrix,"H E B
4.3","San Antonio, TX",Retail,San Antonio,Texas
2011,Data Analyst,"Vinsari
2.5","San Antonio, TX",-1,San Antonio,Texas
2012,Data Scientist (Sr.),Cyber Warrior Network,"San Antonio, TX",Information Technology,San Antonio,Texas
2013,ANALYST - SCIENTIST - KINETICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2014,Data Engineer,GradTests (gradtests.com.au),"San Antonio, TX",-1,San Antonio,Texas
2015,Data Engineer- Begin with Remote,"Reliable Software Resources
4.0","San Antonio, TX",Information Technology,San Antonio,Texas
2016,DATA ENGINEER,Tech Quarry,"San Antonio, TX",-1,San Antonio,Texas
2017,Data Analyst,"Diverse Lynx
3.9","San Antonio, TX",Information Technology,San Antonio,Texas
2018,Data Engineer,"nfolks
2.5","San Antonio, TX",Business Services,San Antonio,Texas
2019,Business Intelligence Analyst I,United Services Automobile Association (USAA),"San Antonio, TX",-1,San Antonio,Texas
2020,ENGINEER - RESEARCH ENGINEER - SCIENTIST - KINETICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2021,Data Engineer,"NTT DATA, Inc.
2.9","San Antonio, TX",Accounting & Legal,San Antonio,Texas
2022,Data Engineer,"Guidehouse
3.4","San Antonio, TX",Business Services,San Antonio,Texas
2023,Contract Data Analyst,"Amyx, Iinc.","San Antonio, TX",-1,San Antonio,Texas
2024,Associate Scientist R&D,"Mylan Inc.
3.6","San Antonio, TX",Biotech & Pharmaceuticals,San Antonio,Texas
2025,Data Engineer,"OptumCare
3.4","San Antonio, TX",Health Care,San Antonio,Texas
2026,Data Analyst,"Huntington Ingalls Industries
3.7","San Antonio, TX",Aerospace & Defense,San Antonio,Texas
2027,Data Analyst,"CDO Technologies Inc
3.3","San Antonio, TX",Information Technology,San Antonio,Texas
2028,Data Science Team Lead,"CompQsoft
3.5","San Antonio, TX",Business Services,San Antonio,Texas
2029,Sr. Fraud Risk Quantitative Analyst,"Victory Capital Management Inc.
3.1","San Antonio, TX",Finance,San Antonio,Texas
2030,Data Engineer,"iHeartMedia
3.2","San Antonio, TX",Media,San Antonio,Texas
2031,Contract Data Analyst,"Amyx, Inc.
4.0","San Antonio, TX",Information Technology,San Antonio,Texas
2032,Senior Data Analyst,"Scaleworks
4.5","San Antonio, TX",Information Technology,San Antonio,Texas
2033,Data Science Team Lead,"IPSecure, Inc.
3.0","San Antonio, TX",-1,San Antonio,Texas
2034,Federal - Data Engineer - Senior,"Solekai Systems Corp
4.2","San Antonio, TX",Information Technology,San Antonio,Texas
2035,Senior Data Analyst,"HCL Technologies Ltd.
3.5","San Antonio, TX",Information Technology,San Antonio,Texas
2036,Data Engineer,"Navigant Consulting
3.2","San Antonio, TX",Business Services,San Antonio,Texas
2037,Marketing & Data Analyst,"Principle Auto
4.1","San Antonio, TX",Retail,San Antonio,Texas
2038,SCIENTIST - MICROENCAPSULATION,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2039,Data Engineer,"H E B
4.3","San Antonio, TX",Retail,San Antonio,Texas
2040,Data Science Team Lead,JTEC Consulting LLC (A Veteran-Owned Small Business),"San Antonio, TX",-1,San Antonio,Texas
2041,COMPUTER SCIENTIST,"U.S. Navy
3.8","San Antonio, TX",Government,San Antonio,Texas
2042,Data Science Team Developers with Security Clearance,"M9 Solutions
4.7","San Antonio, TX",Information Technology,San Antonio,Texas
2043,Research Scientist II,"Leidos
3.5","San Antonio, TX",Aerospace & Defense,San Antonio,Texas
2044,Federal - Senior Machine Learning Engineer,Accenture Contractor Jobs,"San Antonio, TX",-1,San Antonio,Texas
2045,Business Intelligence Analyst II,"USAA
3.6","San Antonio, TX",Insurance,San Antonio,Texas
2046,COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - INFORMATION EXPLOITATION,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2047,DATA ENGINEER (Remote),Tech Quarry,"San Antonio, TX",-1,San Antonio,Texas
2048,Clinical Laboratory Scientist II,"Methodist Hospital Metropolitan
3.5","San Antonio, TX",Health Care,San Antonio,Texas
2049,Data Analyst II - Risk Adjustment Analyst,"UnitedHealth Group
3.3","San Antonio, TX",Health Care,San Antonio,Texas
2050,Cinical Laboratory Scientist II,"Methodist Hospital Northeast
3.4","San Antonio, TX",Health Care,San Antonio,Texas
2051,COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2052,Sr. Scientist/Engineer,"Tetra Tech, Inc.
3.7","San Antonio, TX",Business Services,San Antonio,Texas
2053,Clinical Laboratory Scientist II,"Methodist Hospital Stone Oak
3.4","San Antonio, TX",Health Care,San Antonio,Texas
2054,Data Analyst I,"Deacon Recruiting
3.0","San Antonio, TX",Business Services,San Antonio,Texas
2055,ANALYST - ENGINEER - SCIENTIST - ACOUSTICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2056,Cyber Security Data Scientist.,"Wits Solutions
3.3","San Antonio, TX",Business Services,San Antonio,Texas
2057,Senior Contract Data Analyst,"Amyx, Inc.
4.0","San Antonio, TX",Information Technology,San Antonio,Texas
2058,Data Modeler,Cyber Warrior Network,"San Antonio, TX",Information Technology,San Antonio,Texas
2059,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - ELECTRICAL SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2060,Clinical Laboratory Scientist Team Lead,"Methodist Hospital Stone Oak
3.4","San Antonio, TX",Health Care,San Antonio,Texas
2061,Data Analyst / Tableau Developer,"Technocrafts, Inc.
3.9","San Antonio, TX",Information Technology,San Antonio,Texas
2062,Senior Contract Data Analyst,"Amyx, Iinc.","San Antonio, TX",-1,San Antonio,Texas
2063,Computer Scientist,"U.S. Air Force
4.2","Lackland AFB, TX",Government,Lackland AFB,Texas
2064,RESEARCH COMPUTER SCIENTIST - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2065,Senior Technical Services Specialist/Scientist,Leading OTC Pharma Manufacturer,"San Antonio, TX",-1,San Antonio,Texas
2066,Epidemiology Data Analyst,"NJVC
2.8","San Antonio, TX",Information Technology,San Antonio,Texas
2067,Urgent Need - Data Modeler,Parmesoft Inc.,"San Antonio, TX",-1,San Antonio,Texas
2068,"Epidemiology/Data Analyst, San Antonio, TX, US, ID",Cherokee Federal,"San Antonio, TX",Finance,San Antonio,Texas
2069,Research Scientist II with Security Clearance,"Leidos
3.5","San Antonio, TX",Aerospace & Defense,San Antonio,Texas
2070,Business Intelligence Analyst Senior (Chief Financial Office),United Services Automobile Association (USAA),"San Antonio, TX",-1,San Antonio,Texas
2071,Senior Data Engineer,"Deacon Recruiting
3.0","San Antonio, TX",Business Services,San Antonio,Texas
2072,Senior Social Scientist,"Leonie Industries
3.4","San Antonio, TX",Government,San Antonio,Texas
2073,Business Intelligence Analyst III - Credit Card,United Services Automobile Association (USAA),"San Antonio, TX",-1,San Antonio,Texas
2074,Research Scientist,"Alaka`ina Foundation Family of Companies
3.6","Fort Sam Houston, TX",-1,Fort Sam Houston,Texas
2075,Data Engineer ETL Developer,"Randstad
3.6","San Antonio, TX",Business Services,San Antonio,Texas
2076,Senior Data Analyst,"Convene Technologies
3.3","San Antonio, TX",Information Technology,San Antonio,Texas
2077,Epidemiology Data Analyst,"Chenega Healthcare Services
3.8","San Antonio, TX",Business Services,San Antonio,Texas
2078,Lead Data Analyst,South Texas Radiology Group PA,"San Antonio, TX",-1,San Antonio,Texas
2079,Data Analyst - Top Secret w/ SCI Eligibility,"LMI
4.0","San Antonio, TX",Business Services,San Antonio,Texas
2080,San Antonio Data Science Tutor Jobs,"Varsity Tutors
4.2","San Antonio, TX",Information Technology,San Antonio,Texas
2081,Manager of Data Science,"H E B
4.3","San Antonio, TX",Retail,San Antonio,Texas
2082,LEAD ENGINEER - SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - UNMANNED SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2083,COMPUTER SCIENTIST - ENGINEER - PERCEPTION SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2084,Senior Data Engineer,"Victory Capital Management Inc.
3.1","San Antonio, TX",Finance,San Antonio,Texas
2085,Computer Scientist,"Air Force Materiel Command
3.8","Fort Sam Houston, TX",Business Services,Fort Sam Houston,Texas
2086,Biomedical Laboratory Scientist,"The McConnell Group, Inc
3.5","San Antonio, TX",Biotech & Pharmaceuticals,San Antonio,Texas
2087,GENERAL PHYSICAL SCIENTIST,"U.S. Navy
3.8","San Antonio, TX",Government,San Antonio,Texas
2088,Research Scientist Assistant I/II,"University of Texas at San Antonio
4.1","San Antonio, TX",Education,San Antonio,Texas
2089,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - PERFORMANCE METROLOGY,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2090,Physical Scientist,"U.S. Air Force
4.2","Fort Sam Houston, TX",Government,Fort Sam Houston,Texas
2091,Senior Data Engineer,"H E B
4.3","San Antonio, TX",Retail,San Antonio,Texas
2092,Epidemiologist - Data Analyst,"CICONIX, LLC
4.0","San Antonio, TX",Government,San Antonio,Texas
2093,Postdoctoral Scientist - Quantitative Biology and Bioinformatics,"Texas Biomedical Research
3.3","San Antonio, TX",Business Services,San Antonio,Texas
2094,COMPUTER SCIENTIST - ENGINEER - DECISION TECHNOLOGIES,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2095,Epidemiology/Data Analyst,"CAMRIS International
4.0","San Antonio, TX",Government,San Antonio,Texas
2096,Data Analyst/Engineers,"Diverse Lynx
3.9","San Antonio, TX",Information Technology,San Antonio,Texas
2097,Research Scientist,"Ke`aki Technologies, LLC
3.4","Fort Sam Houston, TX",Information Technology,Fort Sam Houston,Texas
2098,Electronics Engineer/Computer Scientist,"U.S. Air Force
4.2","Lackland AFB, TX",Government,Lackland AFB,Texas
2099,Business Intelligence Analyst Senior - Marketing,United Services Automobile Association (USAA),"San Antonio, TX",-1,San Antonio,Texas
2100,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2101,"Data Analyst ( SAS,SQL)","eTeam Inc.
3.7","San Antonio, TX",Business Services,San Antonio,Texas
2102,Computer Scientist,Air Education and Training Command,"Fort Sam Houston, TX",-1,Fort Sam Houston,Texas
2103,COMPUTER SCIENTIST - ENGINEER - RESEARCH ENGINEER - CYBER-PHYSICAL SYSTEMS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2104,Senior Data Science Analyst,"PETCO
2.9","San Antonio, TX",Retail,San Antonio,Texas
2105,Environmental Compliance Scientist,"Oneida ESC Group
3.0","San Antonio, TX",-1,San Antonio,Texas
2106,"Configuration Data Analyst, (Secret Clearance Required) San An with Security Clearance",Cherokee Federal,"San Antonio, TX",Finance,San Antonio,Texas
2107,Research Scientist II,"General Dynamics Information Technology
3.5","Fort Sam Houston, TX",Information Technology,Fort Sam Houston,Texas
2108,Data Science Team Developer,"CompQsoft
3.5","San Antonio, TX",Business Services,San Antonio,Texas
2109,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. RESEARCH ENGINEER - INDUSTRIAL ROBOTICS,"Southwest Research Institute
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2110,BUSINESS INTELLIGENCE ANALYST,"VIA Metropolitan Transit
3.5","San Antonio, TX",Government,San Antonio,Texas
2111,Field Scientist,"Terracon
3.5","San Antonio, TX",Business Services,San Antonio,Texas
2112,Data Engineer with Security Clearance,"Guidehouse
3.4","San Antonio, TX",Business Services,San Antonio,Texas
2113,"Configuration Data Analyst, (Secret Clearance Required) San Antonio, TX, US ID","Cherokee Nation Businesses, LLC
3.2","San Antonio, TX",Accounting & Legal,San Antonio,Texas
2114,"Applied Cybersecurity Reseach Scientist, Advance Cyber Science","CACI International
3.6","San Antonio, TX",Aerospace & Defense,San Antonio,Texas
2115,Risk Data Analyst,"Deacon Recruiting
3.0","San Antonio, TX",Business Services,San Antonio,Texas
2116,Epidemiology Data Analyst,"General Dynamics Information Technology
3.5","Lackland AFB, TX",Information Technology,Lackland AFB,Texas
2117,Data Modeler,"Kforce
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2118,Network Data engineer,Danta Technologies,"San Antonio, TX",-1,San Antonio,Texas
2119,Senior Data Modeler,Gathi Analytics,"San Antonio, TX",-1,San Antonio,Texas
2120,Scientist Medical Laboratory II,"University Health System
3.7","San Antonio, TX",Health Care,San Antonio,Texas
2121,Sr. Tech Svc Scientist (I),The Nature’s Bounty Co,"San Antonio, TX",-1,San Antonio,Texas
2122,IT Data Science Analyst,"Kforce
4.1","San Antonio, TX",Business Services,San Antonio,Texas
2123,Research Scientist Associate IV,"University of Texas at San Antonio
4.1","San Antonio, TX",Education,San Antonio,Texas
2124,Laboratory Scientist II,"University Health System
3.7","San Antonio, TX",Health Care,San Antonio,Texas
2125,Data Engineer - Top Secret w/ SCI Eligibility,"LMI
4.0","San Antonio, TX",Business Services,San Antonio,Texas
2126,Biological Scientist,"U.S. Air Force
4.2","Lackland AFB, TX",Government,Lackland AFB,Texas
2127,TECHNICAL DATA ANALYST,"Spectrum Comm
3.8","Lackland AFB, TX",Aerospace & Defense,Lackland AFB,Texas
2128,Environmental Scientist/Engineer,"BB&E, Inc.
4.0","San Antonio, TX",Finance,San Antonio,Texas
2129,Data Analyst with Security Clearance,"CDO Technologies Inc
3.3","San Antonio, TX",Information Technology,San Antonio,Texas
2130,"Associate Scientist, Process Development & Manufacturing","BioBridge Global
2.2","San Antonio, TX",Biotech & Pharmaceuticals,San Antonio,Texas
2131,"Configuration Data Analyst, San Antonio, TX, US ID#17897 with Security Clearance",Cherokee Federal,"Fort Sam Houston, TX",Finance,Fort Sam Houston,Texas
2132,Research Scientist III,"General Dynamics Information Technology
3.5","Fort Sam Houston, TX",Information Technology,Fort Sam Houston,Texas
2133,Senior Data Engineer,KCI Licensing,"San Antonio, TX",-1,San Antonio,Texas
2134,Lead of Cybersecurity Data Protection & Analytics,"Humana
3.6","San Antonio, TX",Insurance,San Antonio,Texas
2135,Lead Data Scientist,"HP Inc.
4.1","San Diego, CA",Information Technology,San Diego, California
2136,Sr. Principal Data Scientist,"Northrop Grumman
3.8","San Diego, CA",Aerospace & Defense,San Diego, California
2137,Clinical Laboratory Scientist,OME Wellness,"San Diego, CA",-1,San Diego, California
2138,Associate Integration Scientist 1,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2139,Data Analyst,"Midland Credit Management
3.4","San Diego, CA",Finance,San Diego, California
2140,Process Development Scientist/Engineer I/II,"Poseida Therapeutics
4.1","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2141,Scientist - Biomarker and Flow Cytometry,"Crown Bioscience
2.4","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2142,Data Scientist - Telecommute,"Unitedhealth Group
3.3","San Diego, CA",Health Care,San Diego, California
2143,JC2002: Research Scientist: Coronavirus research and development,"ProSci
2.3","Poway, CA",Biotech & Pharmaceuticals,Poway, California
2144,Data Scientist,"CliniComp, Intl.
3.8","San Diego, CA",Information Technology,San Diego, California
2145,Data Science & Analytics Intern,"Cuker
4.1","San Diego, CA",Business Services,San Diego, California
2146,Data Science Intern,"SiO Digital
4.7","San Diego, CA",Business Services,San Diego, California
2147,Data Scientist,"PETCO
2.9","San Diego, CA",Retail,San Diego, California
2148,Scientist I,"Invivoscribe, Inc.
3.2","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2149,Global Big Data Scientist,"ALERE
2.8","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2150,Data Scientist,"Realty Income
4.6","San Diego, CA",Real Estate,San Diego, California
2151,Staff Data Scientist - CGM Analytics,"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2152,Scientist I,"Abbott
3.6","San Diego, CA",Health Care,San Diego, California
2153,"Scientist, Product Development","Emergent BioSolutions
3.0","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2154,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","San Diego, CA",Government,San Diego, California
2155,Data Scientist,"Seismic
4.5","San Diego, CA",Information Technology,San Diego, California
2156,Federal - Data Scientist,"Solekai Systems Corp
4.2","San Diego, CA",Information Technology,San Diego, California
2157,"Data Scientist, Strategic Research and Analytics","Center for Sustainable
2.8","San Diego, CA","Oil, Gas, Energy & Utilities",San Diego, California
2158,Scientist I,"Sekisui Diagnostics
3.6","San Diego, CA",-1,San Diego, California
2159,Data Scientist: Advanced Analytics,"Sysintelli
4.6","San Diego, CA",Accounting & Legal,San Diego, California
2160,Data Engineer,"CrowdRise
4.5","San Diego, CA",Information Technology,San Diego, California
2161,Technical Applications Scientist,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2162,Data Scientist,"Booz Allen Hamilton Inc.
3.8","San Diego, CA",Business Services,San Diego, California
2163,Research Scientist,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2164,Scientist,"Sorrento Therapeutics
2.9","San Diego, CA",-1,San Diego, California
2165,"Research Scientist, Structural Biologist - CryoEM Data Analyst","Vertex Pharmaceuticals
3.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2166,Scientist,"Synectics Inc.
3.3","San Diego, CA",Business Services,San Diego, California
2167,Data Analyst,"Seer Interactive
3.9","San Diego, CA",Information Technology,San Diego, California
2168,Data Scientist,"Central Business Solutions, Inc
3.0","San Diego, CA",Business Services,San Diego, California
2169,DATA SCIENCE INTERNSHIP,Atlas General Insurance Svcs,"San Diego, CA",-1,San Diego, California
2170,Clinical Data Scientist,"Pfizer
4.1","La Jolla, CA",Biotech & Pharmaceuticals,La Jolla, California
2171,Senior Data Scientist,"ResMed
4.1","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2172,Data Analyst,"Cue
4.2","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2173,Data Scientist,"ICW Group
3.3","San Diego, CA",Insurance,San Diego, California
2174,Data Engineer,"Mercato
3.9","San Diego, CA",-1,San Diego, California
2175,Data Analyst,"Conflux Systems Inc.
4.5","San Diego, CA",Accounting & Legal,San Diego, California
2176,Data Scientist & Data Engineer,Decipher Biosciences,"San Diego, CA",-1,San Diego, California
2177,Development Scientist I,"Integrated Resources
3.1","Chula Vista, CA",Business Services,Chula Vista, California
2178,Data Scientist,"APN Software Services Inc.
4.1","San Diego, CA",Information Technology,San Diego, California
2179,Associate Measurement Data Analyst EC,"San Diego Gas & Electric
3.6","San Diego, CA","Oil, Gas, Energy & Utilities",San Diego, California
2180,Scientist,"Abbott
2.8","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2181,Scientist,"Abbott Laboratories
3.6","San Diego, CA",Health Care,San Diego, California
2182,Research Data Analyst,"UC San Diego
4.3","San Diego, CA",Education,San Diego, California
2183,Associate Scientist,One,"San Diego, CA",Business Services,San Diego, California
2184,Production Scientist,"Cue
4.2","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2185,Graduate - Data Science for Ocean of Things (DARPA),"SDSU Research Foundation
4.2","San Diego, CA",Non-Profit,San Diego, California
2186,Sr. Applied Scientist,"Amazon
3.9","San Diego, CA",Information Technology,San Diego, California
2187,Data Science Specialist,"ICW Group
3.3","San Diego, CA",Insurance,San Diego, California
2188,Scientist,"ASK Staffing, Inc.
4.3","San Diego, CA",Business Services,San Diego, California
2189,Scientist,"General Atomics and Affiliated Companies
3.7","San Diego, CA",Aerospace & Defense,San Diego, California
2190,Marketing Return Analytics Manager,"HP Inc.
4.1","San Diego, CA",Information Technology,San Diego, California
2191,Applied Scientist,"Amazon
3.9","San Diego, CA",Information Technology,San Diego, California
2192,Research Data Analyst,"University of California - San Diego Medical Centers
3.6","San Diego, CA",Health Care,San Diego, California
2193,Data Analyst,"Encore Capital Group
3.2","San Diego, CA",Finance,San Diego, California
2194,"Principal Scientist, Analytical Chemistry","Neurocrine Biosciences
4.3","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2195,Research Scientist,"The Scripps Research Institute
4.0","La Jolla, CA",Business Services,La Jolla, California
2196,JC2001: Research Scientist: Protein chemistry,"ProSci Inc.
2.3","Poway, CA",Biotech & Pharmaceuticals,Poway, California
2197,Research Scientist,Carma Search,"San Diego, CA",-1,San Diego, California
2198,Data Analyst,"Client Solution Architects
3.4","San Diego, CA",Aerospace & Defense,San Diego, California
2199,Physical Scientist,"US Department of Energy
3.6","San Diego, CA",Government,San Diego, California
2200,Sr. Scientist,One,"San Diego, CA",Business Services,San Diego, California
2201,Research Scientist,Lilly Pharmaceuticals,"San Diego, CA",-1,San Diego, California
2202,Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","San Diego, CA",Information Technology,San Diego, California
2203,Research Assistant / Associate Scientist,Phanes Therapeutics Inc,"San Diego, CA",-1,San Diego, California
2204,Senior Data Scientist,"VIA Technical
4.0","San Diego, CA",Business Services,San Diego, California
2205,Research Scientist,"immunoSCAPE, Inc.","San Diego, CA",-1,San Diego, California
2206,Business Intelligence Analyst,"Procede Software
3.4","San Diego, CA",Information Technology,San Diego, California
2207,Scientist-Web Developer,"Lilly
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2208,"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps","California State University
4.1","San Diego, CA",Education,San Diego, California
2209,"Data Engineer, Amazon Games","Amazon
3.9","San Diego, CA",Information Technology,San Diego, California
2210,Staff/ Sr.Staff Scientist - Assay On Market Support And Development,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2211,Clinical Laboratory Scientist Data Review,"Millennium Health
3.0","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2212,Data Engineer,"Kaygen Inc
3.9","San Diego, CA",Business Services,San Diego, California
2213,Scientist,"WuXi AppTec
2.6","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2214,Scientist Web Developer,"Eli Lilly and Company
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2215,Senior Data Scientist,"Park Computer Systems INC
3.9","San Diego, CA",Business Services,San Diego, California
2216,Data Analyst,"22nd Century Technologies
3.7","San Diego, CA",Information Technology,San Diego, California
2217,System Performance Modeling Engineer,"Qualcomm Incorporated
4.0","San Diego, CA",Information Technology,San Diego, California
2218,Senior Data Analyst,"Illumina
3.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2219,Associate Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2220,"Business Intelligence Analyst I, Decision Support Services","Sharp HealthCare
4.0","San Diego, CA",Health Care,San Diego, California
2221,CRISPR Scientist,"Cardea
3.8","San Diego, CA",-1,San Diego, California
2222,Lead Data Scientist,"ResMed
4.1","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2223,Data Analyst,"ProMedia
4.4","San Diego, CA",Business Services,San Diego, California
2224,Power & Performance Data Engineer,"Apple
4.1","San Diego, CA",Information Technology,San Diego, California
2225,Scientist (Translational Development),"Kelly
3.4","San Diego, CA",Business Services,San Diego, California
2226,Bioanalytical Scientist,"BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2227,Research Scientist-Protein Biochemistry,"Eli Lilly And Company
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2228,RESEARCH SCIENTIST,"BTS Research
1.5","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2229,Business Intelligence Analyst,"SmartDrive Systems
3.3","San Diego, CA",Information Technology,San Diego, California
2230,Sr Staff Scientist,"Dexcom
3.5","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2231,"Scientist, In Vivo Pharmacology","BioPhase Solutions
4.9","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2232,Data Engineer,"Itility
4.0","San Diego, CA",Information Technology,San Diego, California
2233,"Scientist, DMPK","Vividion Therapeutics
5.0","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2234,Aquatic Scientist,"Wood
3.4","San Diego, CA","Oil, Gas, Energy & Utilities",San Diego, California
2235,"Data Scientist 2 (Tableau - Statistics (IT Portfolio), Predictive Analysis & Visualization)","PSI Pax
4.1","San Diego, CA",Information Technology,San Diego, California
2236,"Scientist, GPCR Molecular and Cellular Pharmacology - La Jolla","J&J Family of Companies
4.0","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
2237,Sr. Data Scientist,"Xoriant Corporation
3.6","San Diego, CA",Information Technology,San Diego, California
2238,"Data Scientist, Senior","Booz Allen Hamilton Inc.
3.8","San Diego, CA",Business Services,San Diego, California
2239,Research Scientist-Computational Chemist,"Eli Lilly And Company
3.7","San Diego, CA",Biotech & Pharmaceuticals,San Diego, California
