,Job Title,Company Name,Location,Sector,City,State
3460,Financial Controller / Data Analyst / Spreadsheet Superstar,VIAHART,"Austin, TX",-1,Austin,Texas
3461,"Associate, Strategy and Operations (Data Analyst IV)","TEXAS EDUCATION AGENCY
2.8","Austin, TX",Government,Austin,Texas
3462,Computer Vision Engineer and Research Scientist,Synthetik Applied Technologies,"Austin, TX",-1,Austin,Texas
3463,Senior Business Intelligence Analyst,"Natera
4.0","Austin, TX",Biotech & Pharmaceuticals,Austin,Texas
3464,Sr. Data Engineer,"Bright Health
3.9","Austin, TX",Health Care,Austin,Texas
3465,Scientist III (Molecular Biology),"Infotree Service Inc
3.7","Austin, TX",Business Services,Austin,Texas
3466,Scientist III - IVD Product Development,"Thermo Fisher Scientific
3.4","Austin, TX",Biotech & Pharmaceuticals,Austin,Texas
3467,Digital Signal Processing Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3468,"Senior Scientist, Bioanalytical Study Management","Worldwide Clinical Trials
3.4","Austin, TX",Biotech & Pharmaceuticals,Austin,Texas
3469,Dev/Ops/Build and Release Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3470,19-84R Team Lead (Data Analyst IV),"Texas Water Development Board
2.8","Austin, TX",Government,Austin,Texas
3471,Data Engineer II Spectrum Enterprise,NaviSite,"Austin, TX",-1,Austin,Texas
3472,"AVP, Big Data and Machine Learning Solutions Architect","LPL Financial
3.5","Austin, TX",Finance,Austin,Texas
3473,Clinical Data Reporter's,"Austin Staffing, Inc.
2.8","Austin, TX",Business Services,Austin,Texas
3474,Sr Advanced Data Architect/Data Engineer,"Ademco Inc.
3.3","Austin, TX",Business Services,Austin,Texas
3475,"Clinical Data (Data Entry) Operator I Swing Shift, Tuesday-Saturday","Natera
4.0","Austin, TX",Biotech & Pharmaceuticals,Austin,Texas
3476,"Data Engineer, Senior","Booz Allen Hamilton Inc.
3.8","Austin, TX",Business Services,Austin,Texas
3477,Data Analyst V,"Texas Health & Human Services Commission
2.8","Austin, TX",Government,Austin,Texas
3478,Field Application Scientist,L7 Informatics Inc,"Austin, TX",-1,Austin,Texas
3479,Data Engineer,"Dutech Systems Inc
4.9","Round Rock, TX",Information Technology,Round Rock,Texas
3480,Sr Snowflake Data Engineer,"EtiVenture, Inc.
4.8","Austin, TX",Business Services,Austin,Texas
3481,Data Analyst / Data Management /ETL / Talend /Alteryx,"Avacend, Inc.
2.5","Austin, TX",Business Services,Austin,Texas
3482,Chief Data Engineer - Army Futures Command,"SAIC
3.7","Austin, TX",Information Technology,Austin,Texas
3483,Data Sciences Program Manager with Security Clearance,"Universal Solutions International, Inc.
3.5","Austin, TX",Aerospace & Defense,Austin,Texas
3484,Algorithm Design and Analysis Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3485,Scientist III (Molecular Biology),"Chipton-Ross
3.3","Austin, TX",Business Services,Austin,Texas
3486,Staff Big Data Engineer,"Integral
2.7","Austin, TX","Construction, Repair & Maintenance",Austin,Texas
3487,Senior Data Engineer,"Infoblox Inc.
4.3","Austin, TX",Information Technology,Austin,Texas
3488,Senior Cloud Data Analyst,"NVIDIA
4.6","Austin, TX",Information Technology,Austin,Texas
3489,Chief Architect - Systems and Data Management Software,"National Instruments Corporation
3.5","Austin, TX",Manufacturing,Austin,Texas
3490,Medical Lab Scientist (MLS) AM/PM,"Allegan General Hospital
3.7","Kyle, TX",-1,Kyle,Texas
3491,Data Engineer,"Pro-Sphere Tek
3.3","Austin, TX",Information Technology,Austin,Texas
3492,Jr. Data Engineer with Security Clearance,"IPT Associates
3.6","Austin, TX",Business Services,Austin,Texas
3493,Mid-Level Data Engineer,"Applied Information Sciences
4.5","Austin, TX",Information Technology,Austin,Texas
3494,Senior Data Science Engineer,"Valkyrie Intelligence
4.7","Austin, TX",Information Technology,Austin,Texas
3495,Scientist III (Molecular Biology),"Calsoft Labs
3.2","Austin, TX",Information Technology,Austin,Texas
3496,Medical Lab Scientist (MLS) AM/PM,"Ascension
3.3","Kyle, TX",Health Care,Kyle,Texas
3497,Senior Data Analyst / Senior BI and Insights Analyst,"Quantilus, Inc
4.4","Round Rock, TX",Information Technology,Round Rock,Texas
3498,AI/DL Data Scientist,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology,Round Rock,Texas
3499,Scientist III (Molecular Biology),"Integrated Resources, Inc
3.1","Austin, TX",Business Services,Austin,Texas
3500,Data Engineer with NiFi,"Accolite Inc
4.1","Austin, TX",Information Technology,Austin,Texas
3501,Teradata Data Engineer,pddninc.net,"Austin, TX",-1,Austin,Texas
3502,Senior Data Engineer,"Intelligent Waves LLC
4.0","Austin, TX",Information Technology,Austin,Texas
3503,System Test Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3504,Staff Software Engineer - Back End (Java - Data Focused),"Indeed
3.7","Austin, TX",Information Technology,Austin,Texas
3505,Sr Advanced Data Architect/Data Engineer,"Resideo Technologies, Inc.
2.9","Austin, TX",Information Technology,Austin,Texas
3506,Master Architect - AI/DL Data Scientist,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology,Round Rock,Texas
3507,Data Engineer- Sr. Specialist,"Allegan General Hospital
3.7","Austin, TX",-1,Austin,Texas
3508,Computer Science Instructor and Course Developer - Data Science,"Concordia University Texas
2.8","Austin, TX",Education,Austin,Texas
3509,Ad Integrity Data Analyst-ATX,"ByteDance
3.8","Austin, TX",Information Technology,Austin,Texas
3510,Enterprise Architecture & Data Analytics Manager,"Texas Association of Counties
4.1","Austin, TX",Government,Austin,Texas
3511,Federal - Data Engineer - Senior,"Solekai Systems Corp
4.2","Austin, TX",Information Technology,Austin,Texas
3512,Data Analyst/Program Manager,softsnippets,"Austin, TX",-1,Austin,Texas
3513,ASW Systems and MBSE Engineering Scientist Associate,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3514,"Senior Behavioral Scientist - 100% Remote or Round Rock, TX","Dell Technologies
4.1","Austin, TX",Information Technology,Austin,Texas
3515,"Senior Data Engineer (Austin, St. Louis or Toronto)","Ethoca
3.8","Austin, TX",Finance,Austin,Texas
3516,Sonar Systems Software Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education,Austin,Texas
3517,Customer Service Supervisor (Medical Lab Scientist),"Clinical Pathology Laboratories
2.9","Austin, TX",Business Services,Austin,Texas
3518,Senior Data Engineer / Architect,SNIPEBRIDGE,"Austin, TX",-1,Austin,Texas
3519,Senior Data Modeler - Technical Architect,"Numentica LLC
5.0","Austin, TX",-1,Austin,Texas
3520,Senior Data Engineer,"Praetorian
4.7","Austin, TX",Information Technology,Austin,Texas
3521,Principal Data Engineer,"Procore Technologies
4.2","Austin, TX",Information Technology,Austin,Texas
3522,Big Data Engineer,"Lorven Technologies Inc
4.0","Austin, TX",Accounting & Legal,Austin,Texas
3523,Electronics Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3524,Cloud Data Engineer,"Maven Wave Partners
4.5","Austin, TX",Business Services,Austin,Texas
3525,"Lead Data Engineer, Cloud (Austin, St. Louis or Toronto)","Ethoca
3.8","Austin, TX",Finance,Austin,Texas
3526,"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) - Remote USA","FireEye, Inc.
3.3","Austin, TX",Information Technology,Austin,Texas
3527,Scientist III (Molecular Biology),"CorTech LLC
2.9","Austin, TX",Business Services,Austin,Texas
3528,AWS Data Engineer,"NextXap, Inc.
1.6","Austin, TX",Information Technology,Austin,Texas
3529,Data Engineer,Nigel Frank International US,"Austin, TX",-1,Austin,Texas
3530,Data Engineer,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology,Round Rock,Texas
3531,Data Engineer with Security Clearance,"Octo Consulting Group
3.9","Austin, TX",Business Services,Austin,Texas
3532,Principal Machine Learning Engineer,"KUNGFU.AI
5.0","Austin, TX",-1,Austin,Texas
3533,JPSC-7569 - Data Modeler,"Avani Technology Solutions
4.5","Austin, TX",Information Technology,Austin,Texas
3534,Data Science Manager,Sphere Software LLC,"Austin, TX",-1,Austin,Texas
3535,Senior Data Engineer,Civitech,"Austin, TX",Information Technology,Austin,Texas
3536,Software Design Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3537,Staff Data Custodian - Onshore,"Global Foundries
3.2","Austin, TX",Manufacturing,Austin,Texas
3538,"Scientist, Quality Control","Molecular Templates Inc
4.0","Austin, TX",Biotech & Pharmaceuticals,Austin,Texas
3539,DPS - FIN - CAPPS Financial Senior Data Analyst,"TEXAS DEPARTMENT OF PUBLIC SAFETY
3.4","Austin, TX",Government,Austin,Texas
3540,Senior Machine Learning Engineer,"KUNGFU.AI
5.0","Austin, TX",-1,Austin,Texas
3541,Scientist III (Molecular Biology),"TalentBurst, Inc.
3.9","Austin, TX",Information Technology,Austin,Texas
3542,Simulation Research Scientist Associate,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3543,Data Engineer- Sr. Specialist,"Ascension
3.3","Austin, TX",Health Care,Austin,Texas
3544,SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - EMBEDDED SOFTWARE,"Southwest Research Institute
4.1","Austin, TX",Business Services,Austin,Texas
3545,Data Science Director,Sphere Software LLC,"Austin, TX",-1,Austin,Texas
3546,Dev/Ops/Build and Release Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3547,Computer Science Instructor and Course Developer - Data Science,Concordia University of Austin TX,"Austin, TX",-1,Austin,Texas
3548,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","Austin, TX",Business Services,Austin,Texas
3549,Austin Data Science Tutor Jobs,"Varsity Tutors
4.2","Austin, TX",Information Technology,Austin,Texas
3550,Digital Signal Processing Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3551,Signal Processing and Automation Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3552,"Big Data Engineer/Lead/Architect - Austin, TX","Lorven Technologies Inc
4.0","Austin, TX",Accounting & Legal,Austin,Texas
3553,Clinical Laboratory Scientist,"Texas Health and Human Services Commission
2.8","Austin, TX",Government,Austin,Texas
3554,Data Analyst â Junior,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology,Austin,Texas
3555,Kafka Data Engineer (remote),"Thrivent
3.3","Austin, TX",Insurance,Austin,Texas
3556,Simulation Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education,Austin,Texas
3557,AMS Verification and Modeling Engineer,"Cirrus Logic
4.3","Austin, TX",Manufacturing,Austin,Texas
3558,Master Data Management (MDM) - Deloitte - (Remote/Contract/Freelance),"Experfy
4.7","Austin, TX",-1,Austin,Texas
3559,Lead Data Scientist - Secret Clearance Required,"Deloitte & Touche L.L.P.
3.9","Austin, TX",Accounting & Legal,Austin,Texas
3560,Data Scientist Active Secret Clearance,"Deloitte & Touche L.L.P.
3.9","Austin, TX",Accounting & Legal,Austin,Texas
3561,Medical Lab Scientist (MLS) Evenings,"Ascension Seton, TX","Austin, TX",-1,Austin,Texas
3562,Medical Lab Scientist (MLS)- Evening Shift,"Ascension Seton, TX","Austin, TX",-1,Austin,Texas
3563,Medical Lab Scientist (MLS) 2:00pm-10:30pm,"Ascension Seton, TX","Austin, TX",-1,Austin,Texas
3564,"Data Analyst, Lead with Security Clearance","Booz Allen Hamilton
3.8","Austin, TX",Business Services,Austin,Texas
3565,Data Analytics Consultant,"Blue Cross Blue Shield of Florida
3.3","Jacksonville, FL",Insurance,Jacksonville,Florida
3566,Data Scientist - Nationwide Opportunities,"Amazon
3.9","Jacksonville, FL",Information Technology,Jacksonville,Florida
3567,Data Scientist,Springhead Technologies,"Jacksonville, FL",-1,Jacksonville,Florida
3568,Data Scientist,GradTests (gradtests.com),"Jacksonville, FL",-1,Jacksonville,Florida
3569,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Jacksonville, FL",Government,Jacksonville,Florida
3570,Data Analyst,"CSI Tech Inc.
3.0","Jacksonville, FL",Business Services,Jacksonville,Florida
3571,Data Engineer,"Energy Authority
4.3","Jacksonville, FL","Oil, Gas, Energy & Utilities",Jacksonville,Florida
3572,Data Scientist III,"Infomatics Corp
4.1","Jacksonville, FL",Business Services,Jacksonville,Florida
3573,Value Based Analytics - Data Analytics Consultant,"Florida Blue
3.3","Jacksonville, FL",Insurance,Jacksonville,Florida
3574,Sr. Data Scientist,"Conch Technologies, Inc
4.6","Jacksonville, FL",Business Services,Jacksonville,Florida
3575,Data Analyst,"Green Key Resources
4.5","Jacksonville, FL",Business Services,Jacksonville,Florida
3576,Business/Data Analyst,SGA Inc.,"Jacksonville, FL",Business Services,Jacksonville,Florida
3577,Data Analyst,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",Information Technology,Jacksonville,Florida
3578,The Home Depot PRO - Data Analyst,"Home Depot
3.6","Jacksonville, FL",-1,Jacksonville,Florida
3579,ACA - Data Analyst,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,Jacksonville,Florida
3580,Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",Information Technology,Jacksonville,Florida
3581,Data Architect II,"Rose International
4.5","Jacksonville, FL",Business Services,Jacksonville,Florida
3582,Project Scientist,"Tetra Tech
3.7","Jacksonville, FL",Business Services,Jacksonville,Florida
3583,Data Analyst BI Engineer,"Alluvion Staffing
4.1","Jacksonville, FL",Business Services,Jacksonville,Florida
3584,Senior Data Analyst,"BTG
3.9","Jacksonville, FL",Business Services,Jacksonville,Florida
3585,Data Analyst,"SNI Technology
3.5","Jacksonville, FL",Business Services,Jacksonville,Florida
3586,Data Engineer/ BI Developer,"BTG
3.9","Jacksonville, FL",Business Services,Jacksonville,Florida
3587,Business Intelligence Analyst,"Capricorn Systems, Inc.
3.5","Jacksonville, FL",Information Technology,Jacksonville,Florida
3588,Data Engineer 4- Guidewire Data Hub,"Kemper
3.1","Jacksonville, FL",Insurance,Jacksonville,Florida
3589,Data Analyst Student Part-time,"Crowley Maritime
3.6","Jacksonville, FL",Transportation & Logistics,Jacksonville,Florida
3590,Data Engineer,"TekPartners
4.3","Jacksonville, FL",Business Services,Jacksonville,Florida
3591,Data Engineer,"Clearsense, LLC
3.8","Jacksonville, FL",Information Technology,Jacksonville,Florida
3592,Data Analytics Manager,Financial Planning and Analysis,"Jacksonville, FL",-1,Jacksonville,Florida
3593,"Staff Software Scientist, Reproductive Health","Thermo Fisher Scientific
3.4","Jacksonville, FL",Biotech & Pharmaceuticals,Jacksonville,Florida
3594,Data Architect II,"On-Board Companies
3.4","Jacksonville, FL",Business Services,Jacksonville,Florida
3595,Data Engineer,GradTests (gradtests.com.au),"Jacksonville, FL",-1,Jacksonville,Florida
3596,COMPUTER SCIENTIST,"U.S. Navy
3.8","Jacksonville, FL",Government,Jacksonville,Florida
3597,Business/Data Analyst,"Software Guidance & Assistance
3.7","Jacksonville, FL",Business Services,Jacksonville,Florida
3598,Data Analyst,"Lutheran Services Florida
3.3","Jacksonville, FL",Non-Profit,Jacksonville,Florida
3599,Medical Lab Scientist - Full Time Evenings,"Allegan General Hospital
3.7","Jacksonville, FL",-1,Jacksonville,Florida
3600,Environmental Scientist,"The NDN Companies
5.0","Jacksonville, FL",Non-Profit,Jacksonville,Florida
3601,Sr BI Data Engineer,"Blue Cross Blue Shield of Florida
3.3","Jacksonville, FL",Insurance,Jacksonville,Florida
3602,Medical Lab Scientist (MLS),"Allegan General Hospital
3.7","Jacksonville, FL",-1,Jacksonville,Florida
3603,Medical Lab Scientist - Full Time Evenings,"Ascension
3.3","Jacksonville, FL",Health Care,Jacksonville,Florida
3604,GENERAL PHYSICAL SCIENTIST,"U.S. Navy
3.8","Jacksonville, FL",Government,Jacksonville,Florida
3605,Sr. Data Analyst - Guidewire Data Hub,"Kemper
3.1","Jacksonville, FL",Insurance,Jacksonville,Florida
3606,Medical Lab Scientist (MLS),"Ascension
3.3","Jacksonville, FL",Health Care,Jacksonville,Florida
3607,CDHP - Data Analyst Team Lead,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1,Jacksonville,Florida
3608,"Data Analytics Manager in Jacksonville, FL at One Call","One Call
3.2","Jacksonville, FL",Health Care,Jacksonville,Florida
3609,Data Architect II,"Abacus Service Corporation
4.3","Jacksonville, FL",Business Services,Jacksonville,Florida
3610,Data Architect II,"Kforce
4.1","Jacksonville, FL",Business Services,Jacksonville,Florida
3611,Data Architect II,"Axelon Services Corporation
3.6","Jacksonville, FL",Business Services,Jacksonville,Florida
3612,Business Intelligence Analyst with Insurance,"Capricorn Systems, Inc.
3.5","Jacksonville, FL",Information Technology,Jacksonville,Florida
